HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3,Worker_GT
3YKP7CX6G1ERSGT85PDTC0JQIGPB7Y,7mini_26.mp4,making sure,2,1,1,1
3YKP7CX6G1ERSGT85PDTC0JQIGPB7Y,7mini_26.mp4,Place them in the oven preheated at around 300 Fahrenheit or 160 degrees Celsius,2,1,1,0
35ZRNT9RUHXTARHU7IFP5379KDM3OP,6mini_17.mp4,understand whether it,2,1,2,1
35ZRNT9RUHXTARHU7IFP5379KDM3OP,6mini_17.mp4,growing in my tub,2,2,2,1
35ZRNT9RUHXTARHU7IFP5379KDM3OP,6mini_17.mp4,followed me,2,2,2,1
35ZRNT9RUHXTARHU7IFP5379KDM3OP,6mini_17.mp4,get in the tub,2,1,2,0
35ZRNT9RUHXTARHU7IFP5379KDM3OP,6mini_17.mp4,drink a bunch of water,2,1,2,0
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,go ahead,1,2,0,1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,see the color,1,2,0,1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,come out the cheese,1,2,0,1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,see that the cheese,1,1,0,1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,make its appearance as it,1,2,0,1
3X55NP42ENFBVRTVMIS4U3CZUII3P6,1mini_13.mp4,seems like an eternity in the oven,2,1,1,1
3X55NP42ENFBVRTVMIS4U3CZUII3P6,1mini_13.mp4,take it out,2,1,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,1mini_13.mp4,dehydrated at that point which,2,1,1,1
3X55NP42ENFBVRTVMIS4U3CZUII3P6,1mini_13.mp4,pull it right off the baking sheet,2,1,1,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,4mini_4.mp4,tested the products myself before,2,2,1,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,4mini_4.mp4,providing them to you guys,2,2,1,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,4mini_4.mp4,gone through the entire packet of their original one it,2,2,1,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,4mini_4.mp4,tried the Malibu one,2,2,1,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,make colorful hearts all over this jar,1,0,1,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,use my jar,2,0,0,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,drink but this,2,2,1,1
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,"Use it for pencil holders on your desk , as a vase for flowers , whatever you",2,0,0,1
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,done just,2,2,2,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,treat if they or you,1,1,2,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,used the potty,1,1,2,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,divided them I,1,1,2,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,give them all to him at once,1,1,2,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,get into bed,1,1,2,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,snuggles free,1,1,2,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,book the drink,1,1,2,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,relax I,2,1,2,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,hope you guys,1,1,2,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,see you next time,1,1,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,hope I,1,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,jinx myself,1,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,shave my legs,1,2,1,0
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,rinse my hair in the shower just,1,2,1,1
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,run enough today,2,1,2,1
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,head home,2,1,2,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,take a quick shower first,1,1,1,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,"put on my favorite red robe , which I basically",1,1,0,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,live in,2,1,2,1
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,brush my hair,1,1,0,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,"loving the heatless waves , which",2,1,2,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,finish off by,1,1,1,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,using some of their body oil which I,1,1,1,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,gon just before I,2,2,2,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,use just the moisturize my body,1,1,1,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,get into bed,1,2,1,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,chew out snowballs,1,2,1,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,making them at home,2,1,1,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,controlling the ingredients that,2,1,1,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,go in there,2,1,1,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,starting again with a food processor I,2,1,1,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,frozen berries that I,2,1,1,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,sitting out for a little bit,2,1,1,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,couple my legs,2,2,1,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,pick some,2,2,1,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,chilled out music,2,1,1,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,sit in the bath,2,2,1,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,check social meter in the bath,2,2,1,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,actually dropped my phone in the bath yet,2,2,1,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4mini_15.mp4,make my hair amazing I,1,1,2,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4mini_15.mp4,using it for about a month or,1,2,2,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4mini_15.mp4,putting on a bit of Oprah or Wonder,1,2,2,0
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4mini_15.mp4,lash to my neck,1,2,2,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,take him on a walk you just,0,0,0,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,smile when you,1,2,1,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,look at him,0,0,0,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,getting outside for the first time,1,1,0,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,get in the car,0,0,1,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,head to our favorite place,0,0,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,topping mine with some cream cheese and sliced avocado,0,0,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,making myself a berry and granola yogurt,0,2,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,add some delicious blueberries,0,0,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,pour in my favorite granola,0,0,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,"Add another layer of yogurt , and top the healthy mix with yummy strawberries",0,0,0,0
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,check my social media,0,0,1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,answer to you guys,0,0,1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,Let me just,1,0,2,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,make it at home,0,0,1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,put the jar lid on,0,0,1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,take it with you to school or work,1,0,1,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,paint my nails every weekend morning,1,0,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,filming later that day,2,0,2,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,", and",2,1,2,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,listen to some music,0,0,0,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,paint my nails,0,0,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,went for this purple shade on all the nails except my ring finger,1,2,2,0
3MDWE879UG1V6ZH1KMBDQWAWD6DB9A,1mini_8.mp4,make these,0,0,0,1
3MDWE879UG1V6ZH1KMBDQWAWD6DB9A,1mini_8.mp4,offer it to him if he,0,0,2,1
3MDWE879UG1V6ZH1KMBDQWAWD6DB9A,1mini_8.mp4,asks me for a snack if he,0,0,2,1
3MDWE879UG1V6ZH1KMBDQWAWD6DB9A,1mini_8.mp4,finish it all I,0,0,2,1
3MDWE879UG1V6ZH1KMBDQWAWD6DB9A,1mini_8.mp4,put it back in the refrigerator,0,0,1,1
3MDWE879UG1V6ZH1KMBDQWAWD6DB9A,1mini_8.mp4,go on hand,0,0,2,1
3FHTJGYT8MZCP35JHXZODX18YNNGPR,1mini_15.mp4,strain the seeds,1,0,1,1
3FHTJGYT8MZCP35JHXZODX18YNNGPR,1mini_15.mp4,looking back that,2,1,2,1
3FHTJGYT8MZCP35JHXZODX18YNNGPR,1mini_15.mp4,do if I ever,2,2,2,1
3FHTJGYT8MZCP35JHXZODX18YNNGPR,1mini_15.mp4,make this again in the future which I,2,2,2,1
3087LXLJ6LF3NM54PSEGGB0OP0B0F5,2mini_21.mp4,has a channel too in case you,0,2,0,1
3087LXLJ6LF3NM54PSEGGB0OP0B0F5,2mini_21.mp4,seen his,0,2,0,1
3087LXLJ6LF3NM54PSEGGB0OP0B0F5,2mini_21.mp4,so check his out I just,0,2,0,1
3087LXLJ6LF3NM54PSEGGB0OP0B0F5,2mini_21.mp4,give him a little shout out Byron Talbott,0,1,0,1
3087LXLJ6LF3NM54PSEGGB0OP0B0F5,2mini_21.mp4,see you guys very soon,0,1,0,1
3BA7SXOG1IPI81FGBRRPQFKPBMY8RV,6mini_2.mp4,make sure your skin,0,0,2,1
3BA7SXOG1IPI81FGBRRPQFKPBMY8RV,6mini_2.mp4,cleansed before you,1,0,2,0
3BA7SXOG1IPI81FGBRRPQFKPBMY8RV,6mini_2.mp4,do all that,0,0,1,1
3BA7SXOG1IPI81FGBRRPQFKPBMY8RV,6mini_2.mp4,absorbing all that serum when there,1,0,2,1
3BA7SXOG1IPI81FGBRRPQFKPBMY8RV,6mini_2.mp4,move on,0,0,0,1
3TD33TP5DK19BIR6CSPDMRLGJOVBAP,7mini_26.mp4,baking sheet,2,1,1,1
3TD33TP5DK19BIR6CSPDMRLGJOVBAP,7mini_26.mp4,Flat the mixture down with a spatula,0,1,1,0
3TD33TP5DK19BIR6CSPDMRLGJOVBAP,7mini_26.mp4,making sure,0,1,2,1
3TD33TP5DK19BIR6CSPDMRLGJOVBAP,7mini_26.mp4,Place them in the oven preheated at around 300 Fahrenheit or 160 degrees Celsius,0,1,1,0
3B623HUYJ3PU9GFTQGRUGPPLXOH8SJ,6mini_17.mp4,understand whether it,1,2,2,1
3B623HUYJ3PU9GFTQGRUGPPLXOH8SJ,6mini_17.mp4,growing in my tub,1,2,2,1
3B623HUYJ3PU9GFTQGRUGPPLXOH8SJ,6mini_17.mp4,followed me,1,2,2,1
3B623HUYJ3PU9GFTQGRUGPPLXOH8SJ,6mini_17.mp4,get in the tub,1,2,1,0
3B623HUYJ3PU9GFTQGRUGPPLXOH8SJ,6mini_17.mp4,drink a bunch of water,1,2,1,0
3CMV9YRYP20WPKGMXBRKTTK4L53LJ2,1mini_22.mp4,go ahead,1,1,2,1
3CMV9YRYP20WPKGMXBRKTTK4L53LJ2,1mini_22.mp4,see the color,1,1,2,1
3CMV9YRYP20WPKGMXBRKTTK4L53LJ2,1mini_22.mp4,come out the cheese,1,1,2,1
3CMV9YRYP20WPKGMXBRKTTK4L53LJ2,1mini_22.mp4,see that the cheese,1,1,2,1
3CMV9YRYP20WPKGMXBRKTTK4L53LJ2,1mini_22.mp4,make its appearance as it,1,1,2,1
32L724R85KJQLUBE7LZRY9EOD0FIPL,1mini_13.mp4,seems like an eternity in the oven,1,0,2,1
32L724R85KJQLUBE7LZRY9EOD0FIPL,1mini_13.mp4,take it out,1,0,2,0
32L724R85KJQLUBE7LZRY9EOD0FIPL,1mini_13.mp4,dehydrated at that point which,1,0,2,1
32L724R85KJQLUBE7LZRY9EOD0FIPL,1mini_13.mp4,pull it right off the baking sheet,1,0,2,0
3QREJ3J432WR04M4FWRWU8KH0U3LK1,4mini_4.mp4,tested the products myself before,2,0,2,0
3QREJ3J432WR04M4FWRWU8KH0U3LK1,4mini_4.mp4,providing them to you guys,2,1,2,1
3QREJ3J432WR04M4FWRWU8KH0U3LK1,4mini_4.mp4,gone through the entire packet of their original one it,2,2,2,1
3QREJ3J432WR04M4FWRWU8KH0U3LK1,4mini_4.mp4,tried the Malibu one,2,2,2,0
39XCQ6V3KX36Z0YUL5HO30J2D9J65T,7mini_10.mp4,make colorful hearts all over this jar,2,1,1,0
39XCQ6V3KX36Z0YUL5HO30J2D9J65T,7mini_10.mp4,use my jar,2,1,1,0
39XCQ6V3KX36Z0YUL5HO30J2D9J65T,7mini_10.mp4,drink but this,2,1,1,1
39XCQ6V3KX36Z0YUL5HO30J2D9J65T,7mini_10.mp4,"Use it for pencil holders on your desk , as a vase for flowers , whatever you",2,1,2,1
39XCQ6V3KX36Z0YUL5HO30J2D9J65T,7mini_10.mp4,done just,2,1,1,1
3HFWPF5AK8I88J9NEZWYP8HAH2P3SM,1mini_17.mp4,treat if they or you,1,1,0,1
3HFWPF5AK8I88J9NEZWYP8HAH2P3SM,1mini_17.mp4,used the potty,1,1,1,1
3HFWPF5AK8I88J9NEZWYP8HAH2P3SM,1mini_17.mp4,divided them I,1,1,2,0
3HFWPF5AK8I88J9NEZWYP8HAH2P3SM,1mini_17.mp4,give them all to him at once,1,1,0,1
31GECDVA9IL2I4Y8QORTV6X294U669,4mini_19.mp4,get into bed,1,2,0,0
31GECDVA9IL2I4Y8QORTV6X294U669,4mini_19.mp4,snuggles free,1,2,1,0
31GECDVA9IL2I4Y8QORTV6X294U669,4mini_19.mp4,book the drink,1,2,2,1
31GECDVA9IL2I4Y8QORTV6X294U669,4mini_19.mp4,relax I,1,2,0,0
31GECDVA9IL2I4Y8QORTV6X294U669,4mini_19.mp4,hope you guys,1,2,1,1
31GECDVA9IL2I4Y8QORTV6X294U669,4mini_19.mp4,see you next time,1,2,1,1
38Z7YZ2SB21BL6CT7YEGYE4YIW1IQC,4mini_10.mp4,hope I,1,2,1,1
38Z7YZ2SB21BL6CT7YEGYE4YIW1IQC,4mini_10.mp4,jinx myself,1,2,0,1
38Z7YZ2SB21BL6CT7YEGYE4YIW1IQC,4mini_10.mp4,shave my legs,1,2,0,0
38Z7YZ2SB21BL6CT7YEGYE4YIW1IQC,4mini_10.mp4,rinse my hair in the shower just,1,2,0,1
3TKSOBLOHKFEUSWYI6P9H25M16GBBK,7mini_19.mp4,run enough today,1,2,1,1
3TKSOBLOHKFEUSWYI6P9H25M16GBBK,7mini_19.mp4,head home,1,2,1,0
3TKSOBLOHKFEUSWYI6P9H25M16GBBK,7mini_19.mp4,take a quick shower first,1,2,1,0
3TKSOBLOHKFEUSWYI6P9H25M16GBBK,7mini_19.mp4,"put on my favorite red robe , which I basically",1,1,1,0
3TKSOBLOHKFEUSWYI6P9H25M16GBBK,7mini_19.mp4,live in,1,2,1,1
3TKSOBLOHKFEUSWYI6P9H25M16GBBK,7mini_19.mp4,brush my hair,1,1,1,0
3TKSOBLOHKFEUSWYI6P9H25M16GBBK,7mini_19.mp4,"loving the heatless waves , which",1,2,1,1
3LVTFB9DE4HXPF6YHAEDD2RI3J9GQI,4mini_18.mp4,finish off by,1,2,2,1
3LVTFB9DE4HXPF6YHAEDD2RI3J9GQI,4mini_18.mp4,using some of their body oil which I,1,1,2,0
3LVTFB9DE4HXPF6YHAEDD2RI3J9GQI,4mini_18.mp4,gon just before I,1,2,2,1
3LVTFB9DE4HXPF6YHAEDD2RI3J9GQI,4mini_18.mp4,use just the moisturize my body,1,1,2,0
3LVTFB9DE4HXPF6YHAEDD2RI3J9GQI,4mini_18.mp4,get into bed,1,1,2,0
3LVTFB9DE4HXPF6YHAEDD2RI3J9GQI,4mini_18.mp4,chew out snowballs,1,1,2,1
371DNNCG431VOGS8FGWKQUL7Z7V8T8,1mini_40.mp4,making them at home,2,2,1,0
371DNNCG431VOGS8FGWKQUL7Z7V8T8,1mini_40.mp4,controlling the ingredients that,2,2,1,0
371DNNCG431VOGS8FGWKQUL7Z7V8T8,1mini_40.mp4,go in there,2,2,1,1
371DNNCG431VOGS8FGWKQUL7Z7V8T8,1mini_40.mp4,starting again with a food processor I,2,2,1,0
371DNNCG431VOGS8FGWKQUL7Z7V8T8,1mini_40.mp4,frozen berries that I,2,2,1,1
371DNNCG431VOGS8FGWKQUL7Z7V8T8,1mini_40.mp4,sitting out for a little bit,2,2,1,1
32CXT5U14F2AOT7XFLMUVQ79IL28UZ,4mini_9.mp4,couple my legs,2,2,1,1
32CXT5U14F2AOT7XFLMUVQ79IL28UZ,4mini_9.mp4,pick some,2,2,2,0
32CXT5U14F2AOT7XFLMUVQ79IL28UZ,4mini_9.mp4,chilled out music,2,2,1,1
32CXT5U14F2AOT7XFLMUVQ79IL28UZ,4mini_9.mp4,sit in the bath,2,2,1,0
32CXT5U14F2AOT7XFLMUVQ79IL28UZ,4mini_9.mp4,check social meter in the bath,2,2,1,0
32CXT5U14F2AOT7XFLMUVQ79IL28UZ,4mini_9.mp4,actually dropped my phone in the bath yet,2,2,1,1
3WPCIUYH19775BOZWO70CMZ8AYSDTJ,4mini_15.mp4,make my hair amazing I,2,2,2,1
3WPCIUYH19775BOZWO70CMZ8AYSDTJ,4mini_15.mp4,using it for about a month or,2,2,2,1
3WPCIUYH19775BOZWO70CMZ8AYSDTJ,4mini_15.mp4,putting on a bit of Oprah or Wonder,2,1,2,0
3WPCIUYH19775BOZWO70CMZ8AYSDTJ,4mini_15.mp4,lash to my neck,2,1,2,1
3G5RUKN2EB2X786YNCGMHRAQUVRN9B,3mini_5.mp4,take him on a walk you just,0,1,2,0
3G5RUKN2EB2X786YNCGMHRAQUVRN9B,3mini_5.mp4,smile when you,0,1,2,1
3G5RUKN2EB2X786YNCGMHRAQUVRN9B,3mini_5.mp4,look at him,0,1,0,1
3G5RUKN2EB2X786YNCGMHRAQUVRN9B,3mini_5.mp4,getting outside for the first time,0,1,2,1
3G5RUKN2EB2X786YNCGMHRAQUVRN9B,3mini_5.mp4,get in the car,0,1,0,0
3G5RUKN2EB2X786YNCGMHRAQUVRN9B,3mini_5.mp4,head to our favorite place,0,0,0,0
3KI0JD2ZU0HLM4CD9YWL1KXY4FE678,7mini_29.mp4,topping mine with some cream cheese and sliced avocado,0,0,0,0
3KI0JD2ZU0HLM4CD9YWL1KXY4FE678,7mini_29.mp4,making myself a berry and granola yogurt,0,0,0,0
3KI0JD2ZU0HLM4CD9YWL1KXY4FE678,7mini_29.mp4,add some delicious blueberries,0,0,0,0
3KI0JD2ZU0HLM4CD9YWL1KXY4FE678,7mini_29.mp4,pour in my favorite granola,0,0,0,0
3KI0JD2ZU0HLM4CD9YWL1KXY4FE678,7mini_29.mp4,"Add another layer of yogurt , and top the healthy mix with yummy strawberries",0,0,0,0
309D674SHYKX4XO4W6L4SMB4JRGBCR,7mini_31.mp4,check my social media,1,1,1,1
309D674SHYKX4XO4W6L4SMB4JRGBCR,7mini_31.mp4,answer to you guys,0,1,1,1
309D674SHYKX4XO4W6L4SMB4JRGBCR,7mini_31.mp4,Let me just,2,0,2,1
309D674SHYKX4XO4W6L4SMB4JRGBCR,7mini_31.mp4,make it at home,0,0,1,1
309D674SHYKX4XO4W6L4SMB4JRGBCR,7mini_31.mp4,put the jar lid on,0,0,1,1
309D674SHYKX4XO4W6L4SMB4JRGBCR,7mini_31.mp4,take it with you to school or work,1,1,2,1
3N5YJ55YXF2BCRG3FIUMDMLA0D9NAQ,7mini_36.mp4,paint my nails every weekend morning,1,0,1,0
3N5YJ55YXF2BCRG3FIUMDMLA0D9NAQ,7mini_36.mp4,filming later that day,0,0,1,1
3N5YJ55YXF2BCRG3FIUMDMLA0D9NAQ,7mini_36.mp4,", and",0,0,2,1
3N5YJ55YXF2BCRG3FIUMDMLA0D9NAQ,7mini_36.mp4,listen to some music,0,0,1,1
3N5YJ55YXF2BCRG3FIUMDMLA0D9NAQ,7mini_36.mp4,paint my nails,1,0,0,0
3N5YJ55YXF2BCRG3FIUMDMLA0D9NAQ,7mini_36.mp4,went for this purple shade on all the nails except my ring finger,0,0,0,0
3PUV2Q8SV3379PUIW2GFCSTM4RSBDR,1mini_8.mp4,make these,0,0,0,1
3PUV2Q8SV3379PUIW2GFCSTM4RSBDR,1mini_8.mp4,offer it to him if he,0,2,0,1
