Video_name,Visible Actions,Not Visible Actions
4p1_3mini_15.mp4,,see mommy floors today
4p1_3mini_15.mp4,,mopping I
4p1_3mini_15.mp4,do a quick run-through over our floors with them up,
4p1_3mini_15.mp4,adding a little bit of essential oil to the pad,
4p1_3mini_15.mp4,,makes it smell
4p1_3mini_2.mp4,,go through we
4p1_3mini_2.mp4,decorating or redecorating I,
4p1_3mini_2.mp4,,end up on my channel
4p1_3mini_2.mp4,make sure that my space,
4p1_3mini_2.mp4,starting out in my kitchen,
4p1_3mini_2.mp4,filmed this I,
4p1_3mini_2.mp4,,gotten out of school the day before I
4p1_3mini_2.mp4,get on into it,
4p1_3mini_2.mp4,,do any kind of always
4p1_3mini_2.mp4,,go ahead
4p1_3mini_2.mp4,clear up the counters,
4p1_3mini_11.mp4,leave your couches I just,
4p1_3mini_11.mp4,works really really good you,
4p1_3mini_11.mp4,,makes testing throughout the week a little bit easier
4p1_3mini_11.mp4,use this,
4p1_3mini_11.mp4,got this duster from Grove collaborative as well I,
4p1_3mini_11.mp4,pass into the washing machine,
4p1_3mini_11.mp4,do any time I,
4p1_3mini_11.mp4,,get a lot of questions
4p1_3mini_11.mp4,ride us throughout the week,
4p1_3mini_11.mp4,looking like new then,
4p1_3mini_11.mp4,take the Duster part off,
6p0_3mini_11.mp4,,get into better shape the Apple oatmeal
6p0_3mini_11.mp4,,scratched my channel for more videos I
6p0_3mini_11.mp4,,put all the recipes that I
6p0_3mini_11.mp4,,lose weight
6p0_3mini_11.mp4,making those three gluten-free breakfasts with me,
6p0_3mini_11.mp4,,make sure that you like it
6p0_3mini_11.mp4,,see you soon
6p0_3mini_11.mp4,,thank you
6p0_3mini_11.mp4,put a link to that below this video you,
6p0_3mini_11.mp4,,check them out if you
6p0_3mini_11.mp4,,share it
6p0_3mini_11.mp4,,hope that you
6p0_3mini_11.mp4,,watching this video I really
6p0_3mini_11.mp4,showed you today over on my blog,
5p1_3mini_7.mp4,,take about five minutes longer
5p1_3mini_7.mp4,,go to my Pilates class dinner
5p1_3mini_7.mp4,use a premade,
5p1_3mini_7.mp4,,leave those in a little bit longer
5p1_3mini_7.mp4,cut them in half,
5p1_3mini_7.mp4,put on top of the salmon,
5p1_3mini_7.mp4,put my salmon on the tray spray both of those down with a little bit of olive oil,
5p1_3mini_7.mp4,make them,
5p1_3mini_7.mp4,,cook something it
5p1_3mini_7.mp4,,dedicated to my favorite make-ahead meals
5p1_3mini_7.mp4,,reheat a meal that I
5p1_3mini_7.mp4,,varies the most for me most
5p1_3mini_7.mp4,prepared I,
6p1_3mini_4.mp4,,rose water spray everybody literally
6p1_3mini_4.mp4,using a real techniques,
6p1_3mini_4.mp4,,brightening cream
6p1_3mini_4.mp4,,go in with my origins
6p1_3mini_4.mp4,,rose gold brushes from zoeva
6p1_3mini_4.mp4,,talks about
6p1_3mini_4.mp4,,do a really intense look for a video
6p1_3mini_4.mp4,trying it out then I,
6p1_3mini_4.mp4,use this around my eye area,
6p1_3mini_4.mp4,move on to makeup my makeup routine,
4p0_3mini_11.mp4,,telling yourself
4p0_3mini_11.mp4,,cancel complex I
4p0_3mini_11.mp4,,hating on yourself I I just I truly it
4p0_3mini_11.mp4,give your skin that healthy glowy look the next healthy morning habit idea,
4p0_3mini_11.mp4,getting ready in the morning instead of,
4p0_3mini_11.mp4,,believe that every person
4p0_3mini_11.mp4,,believe in ugly people
4p0_3mini_11.mp4,improve the condition of your skin,
4p0_3mini_11.mp4,looks different,
4p0_3mini_11.mp4,,accentuate your best features we
4p0_3mini_11.mp4,,try that you
4p0_3mini_11.mp4,,tell yourself you
4p0_3mini_11.mp4,,looked after to you
4p0_3mini_11.mp4,getting ready in the morning,
1p0_3mini_8.mp4,garnish it,
1p0_3mini_8.mp4,take the rosemary out,
1p0_3mini_8.mp4,try it out,
1p0_3mini_8.mp4,,start your period
1p0_3mini_8.mp4,make your own bath salts with Epsom salt,
1p0_3mini_8.mp4,take baths while they,
1p0_3mini_8.mp4,,getting ready
1p0_3mini_8.mp4,add the kale in there I,
1p0_3mini_8.mp4,mix together for when you,
1p0_3mini_8.mp4,,serve you
1p0_3mini_8.mp4,put it in a bowl,
1p0_3mini_8.mp4,hope you,
10p0_3mini_7.mp4,add in your fresh herbs,
10p0_3mini_7.mp4,makes it,
10p0_3mini_7.mp4,,use kale
10p0_3mini_7.mp4,go ahead toast your bread line it with the lettuce you,
10p0_3mini_7.mp4,adding fresh herbs,
10p0_3mini_7.mp4,added all of the chickpeas to a medium-sized bowl,
10p0_3mini_7.mp4,sip like recipes like this it really,
10p0_3mini_7.mp4,,going to you
10p0_3mini_7.mp4,pack as much of this chickpea salad,
10p0_3mini_7.mp4,packed our very well,
10p0_3mini_7.mp4,,telling you
10p0_3mini_7.mp4,mashed potatoes,
10p0_3mini_7.mp4,,see we
10p0_3mini_7.mp4,get it good kind of like tuna salad consistency,
1p0_3mini_6.mp4,make a lentil kale soup,
1p0_3mini_6.mp4,reaching for products that,
1p0_3mini_6.mp4,,makes me
1p0_3mini_6.mp4,,veggie broth I
1p0_3mini_6.mp4,make something hearty,
1p0_3mini_6.mp4,reduce redness or puffiness it,
1p0_3mini_6.mp4,,find that that
1p0_3mini_6.mp4,,going for
1p0_3mini_6.mp4,,add lots
1p0_3mini_6.mp4,reduce any redness or puffiness,
1p0_3mini_6.mp4,add some onions I,
10p1_3mini_9.mp4,,look forward to
10p1_3mini_9.mp4,,hear your feedback
10p1_3mini_9.mp4,,add frozen banana or a scoop of peanut butter for an extra protein
10p1_3mini_9.mp4,,add enough nutrients to kind of fill you up until your next meal if you
10p1_3mini_9.mp4,,try any of these I
10p1_3mini_9.mp4,,throw them in the fridge already in a takeaway container
10p1_3mini_9.mp4,,make them the night before
10p1_3mini_9.mp4,,running out the door sometimes
10p1_3mini_9.mp4,,found them helpful
10p1_3mini_9.mp4,seeing you guys the next video,
10p1_3mini_9.mp4,,do if you people
10p1_3mini_9.mp4,,hope you
10p1_3mini_4.mp4,,has iron
10p1_3mini_4.mp4,,add them in for a little bit of sweetness
10p1_3mini_4.mp4,,chop these up
10p1_3mini_4.mp4,,get super high in protein
10p1_3mini_4.mp4,,watch it as much you
10p1_3mini_4.mp4,,post on my blog very soon
10p1_3mini_4.mp4,,add your toppings to it I that I
10p1_3mini_4.mp4,,getting your lunch together
10p1_3mini_4.mp4,,takes a little bit longer
10p1_3mini_4.mp4,,makes them super delicious without
10p1_3mini_4.mp4,,buy those prepackaged oatmeal packages they normally
10p1_3mini_4.mp4,,adding too much sugar or you you you here you
10p1_3mini_4.mp4,,stir it here in there or you
1p0_3mini_3.mp4,,take a supplement internally
1p0_3mini_3.mp4,,make a magnesium lotion bar which
1p0_3mini_3.mp4,,stick it in the refrigerator
1p0_3mini_3.mp4,,made several lotion bars on my channel before
1p0_3mini_3.mp4,,keep it at room temperature
1p0_3mini_3.mp4,put that into silicone molds,
1p0_3mini_3.mp4,,come by
1p0_3mini_3.mp4,,add essential oils once I
1p0_3mini_3.mp4,,throbbing one thing that
1p0_3mini_3.mp4,,listed below I
1p0_3mini_3.mp4,mixed together ingredients I always,
1p0_3mini_3.mp4,,allow it
1p0_3mini_3.mp4,,talk to your doctor before you
1p0_3mini_3.mp4,,cool down
5p1_3mini_8.mp4,,give this video a thumbs up
5p1_3mini_8.mp4,add some red wine vinegar,
5p1_3mini_8.mp4,,go in there to that you just
5p1_3mini_8.mp4,,found it interesting if you
5p1_3mini_8.mp4,,check out some of my other health-related videos I
5p1_3mini_8.mp4,,done they
5p1_3mini_8.mp4,,topping I
5p1_3mini_8.mp4,,watching this
5p1_3mini_8.mp4,,drink an herbal iced tea this one
5p1_3mini_8.mp4,,get these in a big bag from Costco
5p1_3mini_8.mp4,,try them out if you
5p1_3mini_8.mp4,,hope you guys
5p1_3mini_8.mp4,chopped up almonds,
5p1_3mini_8.mp4,cut up some fresh parsley,
4p1_3mini_5.mp4,,smelled it
4p1_3mini_5.mp4,,used this in my last pudding video
4p1_3mini_5.mp4,make it smell nice,
4p1_3mini_5.mp4,,loving them
4p1_3mini_5.mp4,,using them about a week
4p1_3mini_5.mp4,using my favorite cleaner which,
4p1_3mini_5.mp4,,work really really well
4p1_3mini_5.mp4,wipe down my counters,
4p1_3mini_5.mp4,wiping down my barstools I,
4p1_3mini_5.mp4,using the car shammies that I,
6p1_3mini_2.mp4,show in this video in the description,
6p1_3mini_2.mp4,do either upper body weights or lower body weights,
6p1_3mini_2.mp4,making breakfast,
6p1_3mini_2.mp4,pack a little bag of stuff like a drink bottle,
6p1_3mini_2.mp4,give it a couple hours,
6p1_3mini_2.mp4,finish off with just a little bit of luck cardio warm down,
6p1_3mini_2.mp4,start with some cardio,
6p1_3mini_2.mp4,see like maybe a fitness routine,
6p1_3mini_2.mp4,throw on my little Nike runners I,
6p1_3mini_2.mp4,seen this before I,
6p1_3mini_2.mp4,go to my gym,
6p1_3mini_2.mp4,consists of one of my cotton on body sports bras a singlet,
6p1_3mini_2.mp4,jump straight into,
6p1_3mini_2.mp4,working on,
9p1_3mini_1.mp4,make your own,
9p1_3mini_1.mp4,using one from an aluminum foil roll,
9p1_3mini_1.mp4,adding our nails,
9p1_3mini_1.mp4,hammer it in then,
9p1_3mini_1.mp4,making beautiful things for my family on a budget all you,
9p1_3mini_1.mp4,make your own rain stick with just a few supplies you probably already,
9p1_3mini_1.mp4,show you another option later if you only,
9p1_3mini_1.mp4,looked by him one online,
9p1_3mini_1.mp4,show you how easy it,
9p1_3mini_1.mp4,start with our cardboard tube which,
9p1_3mini_1.mp4,sticks that Lincoln absolutely,
9p1_3mini_1.mp4,stumbled across some tutorials on how you,
9p1_3mini_1.mp4,place your first one near the end of the tube,
10p0_3mini_4.mp4,did here this or you,
10p0_3mini_4.mp4,hydrating your skin it,
10p0_3mini_4.mp4,chopped celery this,
10p0_3mini_4.mp4,make your own like we,
10p0_3mini_4.mp4,buy your favorite hummus from the store then,
10p0_3mini_4.mp4,used August containers which she,
10p0_3mini_4.mp4,take advantage of them by,
10p0_3mini_4.mp4,collapse them after you,
10p0_3mini_4.mp4,finish your lunch,
10p0_3mini_4.mp4,add some hummus which of course,
10p0_3mini_4.mp4,created these containers,
10p0_3mini_4.mp4,making a comeback they,
10p0_3mini_4.mp4,adding them into recipes like this one,
10p0_3mini_4.mp4,has tons of healthy minerals this,
9p0_3mini_3.mp4,pack your kid 's lunch,
9p0_3mini_3.mp4,put them in your kids lunches you them,
9p0_3mini_3.mp4,dedicate to lunch fights it you,
9p0_3mini_3.mp4,,get creative with ice
9p0_3mini_3.mp4,saves on dishes the other thing,
9p0_3mini_3.mp4,packs you,
9p0_3mini_3.mp4,,sleeping it
9p0_3mini_3.mp4,pack the lunches,
9p0_3mini_3.mp4,store everything in a large plastic storage bin,
9p0_3mini_3.mp4,cutting boards,
9p0_3mini_3.mp4,freeze really well,
9p0_3mini_3.mp4,make ahead surprisingly peanut butter,
9p0_3mini_3.mp4,keep in your kitchen timing now the only time you,
9p0_3mini_3.mp4,make your life a lot easier,
9p0_3mini_3.mp4,making dinner for the kids as everybody dinner very good,
7p1_3mini_1.mp4,stick this right in my recipe binder,
7p1_3mini_1.mp4,find it handy,
7p1_3mini_1.mp4,do it on a dime with Kathryn in today 's video I,
7p1_3mini_1.mp4,linked down below for you,
7p1_3mini_1.mp4,goes gaga for this,
7p1_3mini_1.mp4,share with you my favorite freezer cooking recipes,
7p1_3mini_1.mp4,prepared 16 meals for my family in just two hours I,
7p1_3mini_1.mp4,keep it all organized,
7p1_3mini_1.mp4,making beef barley soup an amazing chicken,
7p1_3mini_1.mp4,make these recipes in bulk,
4p0_3mini_15.mp4,,get me wrong I
4p0_3mini_15.mp4,,doing that day I
4p0_3mini_15.mp4,,starting my day off in everybody else 's laughs in business
4p0_3mini_15.mp4,,create my own morning before I
4p0_3mini_15.mp4,,live my own life for a little bit in the morning
4p0_3mini_15.mp4,,join what everybody else
4p0_3mini_15.mp4,,mean at your life
4p0_3mini_15.mp4,,get what I
4p0_3mini_15.mp4,scrolling through the many social media platforms first thing in the morning I,
4p0_3mini_15.mp4,,filled with what everybody else
4p0_3mini_15.mp4,scrolling through social media first thing in the morning it kind of,
4p0_3mini_15.mp4,,mean I
4p0_3mini_15.mp4,,living my life when I
4p0_3mini_15.mp4,,hope you
4p0_3mini_6.mp4,doing my hair,
4p0_3mini_6.mp4,,improve my mindset
4p0_3mini_6.mp4,take any extra time out of your morning,
4p0_3mini_6.mp4,,ask myself these three questions while I while I
4p0_3mini_6.mp4,,put me in a positive mindset for the day ahead the first question if you
4p0_3mini_6.mp4,,doing my makeup
4p0_3mini_6.mp4,list a whole lot of things,
4p0_3mini_6.mp4,,find that
4p0_3mini_6.mp4,,asking myself these three questions
4p0_3mini_6.mp4,,faced with hard situations sometimes
4p0_3mini_6.mp4,,goes through good
4p0_3mini_6.mp4,,sit down for a minute or two
4p0_3mini_6.mp4,,start with
8p1_3mini_6.mp4,,treat yourself I highly
8p1_3mini_6.mp4,,put a mandarin orange
8p1_3mini_6.mp4,sliced green pepper,
8p1_3mini_6.mp4,,melt the brie on top
8p1_3mini_6.mp4,,get to a microwave or an oven
8p1_3mini_6.mp4,,recommend you
8p1_3mini_6.mp4,,find this near the jams
8p1_3mini_6.mp4,,add some sliced turkey
8p1_3mini_6.mp4,making this sandwich,
8p1_3mini_6.mp4,,help out my channel
8p1_3mini_6.mp4,,share the video to more people
8p1_3mini_6.mp4,add some cranberry chutney,
8p1_3mini_6.mp4,,give this video a thumbs up it
8p1_3mini_6.mp4,use some edamame hummus,
9p0_3mini_6.mp4,,see you guys next time bye guys first day of kindergarten Oh blue shoe Oh Ricky 's
9p0_3mini_6.mp4,,miss her you
9p0_3mini_6.mp4,,got fun no huh yeah you
9p0_3mini_6.mp4,,miss her I
9p0_3mini_6.mp4,,excited yes
4p1_3mini_21.mp4,,turned out now
4p1_3mini_21.mp4,,made for me by my sweet friend Lin who I
4p1_3mini_21.mp4,put on the left side,
4p1_3mini_21.mp4,,got that picture from Burlington
4p1_3mini_21.mp4,,got this
4p1_3mini_21.mp4,,made this
4p1_3mini_21.mp4,,doing the collab with she
4p1_3mini_21.mp4,,moving back into the living room this sign
4p1_3mini_21.mp4,,link her Etsy shop below she
4p1_3mini_21.mp4,,check her Etsy shop out as well she
4p1_3mini_21.mp4,,added a picture frame of our boys
4p1_3mini_21.mp4,,made from Emily from Mama from scratch I
4p1_3mini_21.mp4,,do all my YouTube working
4p1_3mini_21.mp4,,does amazing work
4p0_3mini_9.mp4,doing some body brushing for five minutes,
6p0_3mini_5.mp4,adding one banana to my blender you,
6p0_3mini_5.mp4,call my classic strawberry,
6p0_3mini_5.mp4,,make a delicious banana or strawberries or blueberries I
6p0_3mini_5.mp4,,make this recipe without Apple or at the Apple on top instead
6p0_3mini_5.mp4,,start by
6p0_3mini_5.mp4,,use another fruits like
6p0_3mini_5.mp4,,nourishing Apple oatmeal breakfast it
6p0_3mini_5.mp4,,giving you some ideas next we
6p0_3mini_5.mp4,use fresh or frozen banana,
6p0_3mini_5.mp4,,make a 3d sweet
6p0_3mini_5.mp4,,adds good cost
6p0_3mini_5.mp4,,make what I
6p0_3mini_3.mp4,,use the trick
6p0_3mini_3.mp4,,makes it really creamy
6p0_3mini_3.mp4,,peel the Apple if you
6p0_3mini_3.mp4,add some natural sweetener if you,
6p0_3mini_3.mp4,chopped up pink lady apples,
6p0_3mini_3.mp4,,help for flavor
6p0_3mini_3.mp4,add a little bit of cinnamon,
4p0_3mini_1.mp4,wake up,
4p0_3mini_1.mp4,,sharing ten healthy morning routine habit ideas with you
4p0_3mini_1.mp4,,incorporate these into your morning when you
4p0_3mini_3.mp4,breathe in fresh air,
4p0_3mini_3.mp4,,get more oxygen in your lungs you
4p0_3mini_3.mp4,,winning at laughs
4p0_3mini_3.mp4,,refreshed it definitely
4p0_3mini_3.mp4,open a window,
4p0_3mini_3.mp4,,do anything
4p0_3mini_3.mp4,,makes me
4p0_3mini_3.mp4,,taking a minute
4p0_3mini_3.mp4,make my bed in the morning,
4p0_3mini_3.mp4,,made my bed I
4p0_3mini_3.mp4,make your bed in the morning,
4p0_3mini_3.mp4,,make you
4p0_3mini_3.mp4,get a little bit of freshener in the morning you or you,
4p0_3mini_3.mp4,,improve your mood the third morning habit it it I
4p1_3mini_13.mp4,,do in here
4p1_3mini_13.mp4,pick up the books,
4p1_3mini_13.mp4,,taken out in here
5p1_3mini_5.mp4,,keeps the unused portion fresh
5p1_3mini_5.mp4,,noticed a big difference in my skin ever since I
5p1_3mini_5.mp4,cook it as a huge difference in the flavor versus just canned beans for the rice if I,
5p1_3mini_5.mp4,adding in,
5p1_3mini_5.mp4,,make this quick frozen rice
5p1_3mini_5.mp4,,prevent a crash in the afternoon which
5p1_3mini_5.mp4,sprinkle of cheese on there,
5p1_3mini_5.mp4,helps with my digestion,
5p1_3mini_5.mp4,,keep my skin clear I
5p1_3mini_5.mp4,start by,
5p1_3mini_5.mp4,use dried beans,
5p1_3mini_5.mp4,add half an avocado for some good healthy fat,
5p1_3mini_5.mp4,soak overnight,
5p1_3mini_5.mp4,store my avocado that I,
9p1_3mini_3.mp4,customize these with,
9p1_3mini_3.mp4,made long ones with,
9p1_3mini_3.mp4,sounds just like a real rain stick,
9p1_3mini_3.mp4,scrunch up some tinfoil it,
9p1_3mini_3.mp4,turns it into an educational,
9p1_3mini_3.mp4,huevos blingle if you,
9p1_3mini_3.mp4,create different sounds this,
9p1_3mini_3.mp4,playing with our rain stick hopefully they,
9p1_3mini_3.mp4,wrapping paper paint or decorative tape alright guys we,
9p1_3mini_3.mp4,entertain younger children you,
9p1_3mini_3.mp4,,accommodate the nails simply
9p1_3mini_3.mp4,use a paper towel holder,
9p1_3mini_3.mp4,making them,
9p1_3mini_3.mp4,play with we also,
8p1_3mini_2.mp4,add shredded carrot,
8p1_3mini_2.mp4,put them in your Tupperware next it,
8p1_3mini_2.mp4,,eat you just all up
8p1_3mini_2.mp4,try them,
8p1_3mini_2.mp4,works best,
8p1_3mini_2.mp4,tell you this off,
8p1_3mini_2.mp4,using powdered peanut butter,
8p1_3mini_2.mp4,cook it yourself,
8p1_3mini_2.mp4,dressing to whatever consistency,
8p1_3mini_2.mp4,mixed with sesame,
8p1_3mini_2.mp4,telling you these,
8p1_3mini_2.mp4,make a quick peanut sauce,
8p1_3mini_2.mp4,assemble it all together onto your lettuce drizzle on your sauce,
8p1_3mini_2.mp4,sliced cucumber,
8p1_3mini_2.mp4,,takes about 15 minutes or
5p1_3mini_6.mp4,obsessed with it,
5p1_3mini_6.mp4,prefer iced tea,
5p1_3mini_6.mp4,blend all of that up,
5p1_3mini_6.mp4,takes it over the top for me with this I since I,
5p1_3mini_6.mp4,,drink it about twenty minutes or
5p1_3mini_6.mp4,has coconut water banana frozen blueberries,
5p1_3mini_6.mp4,make myself a quick smoothie,
5p1_3mini_6.mp4,,frozen strawberries
5p1_3mini_6.mp4,,drink plain water even though that I
5p1_3mini_6.mp4,,drink some iced tea I always
5p1_3mini_6.mp4,,has all of your daily vitamins minerals electrolytes
5p1_3mini_6.mp4,add some cayenne pepper garlic powder,
5p1_3mini_6.mp4,,tastes really good
5p1_3mini_6.mp4,,gives it that added bit of flavor
4p1_3mini_9.mp4,,leave this one obviously
4p1_3mini_9.mp4,,live down in Georgia
4p1_3mini_9.mp4,,get one it actually than it really
4p1_3mini_9.mp4,,clean up all their toys before they
4p1_3mini_9.mp4,,guess what you guys I
4p1_3mini_9.mp4,,got new
4p1_3mini_9.mp4,,looks a little bit worse
4p1_3mini_9.mp4,,link it for you guys if it
4p1_3mini_9.mp4,,doing all the candy
4p1_3mini_9.mp4,,made some some friends when we
4p1_3mini_9.mp4,,throw pillows
4p1_3mini_9.mp4,,made like this for pretty now onto our living room
4p1_3mini_9.mp4,,check facebook
4p1_3mini_9.mp4,,making furniture nowadays
6p0_3mini_7.mp4,use quarter to half a cup of water depending on how thick you like your smoothies the amount I,
6p0_3mini_7.mp4,add a few ice cubes,
6p0_3mini_7.mp4,,go well with strawberry
6p0_3mini_7.mp4,,contains whole carbs good protein
6p0_3mini_7.mp4,,depends on my mood
