Video_name,Visible Actions,Not Visible Actions
4p1_3mini_17.mp4,,found them on amazon
4p1_3mini_17.mp4,set those in there,
4p0_3mini_4.mp4,make their beds in the morning,
4p0_3mini_4.mp4,,give good sustained energy throughout the entire morning
4p0_3mini_4.mp4,eat a healthier breakfast in the morning,
4p0_3mini_4.mp4,,sets the tone for your entire day of
4p0_3mini_4.mp4,,take on the day than people who
4p0_3mini_4.mp4,,eat for breakfast really
4p0_3mini_4.mp4,,make the choice
4p0_3mini_4.mp4,,making healthier food choices
4p0_3mini_4.mp4,eating a healthy breakfast in the morning well what,
4p0_3mini_4.mp4,,make them
4p0_3mini_4.mp4,make their beds,
4p0_3mini_4.mp4,,make someone feel
4p0_3mini_4.mp4,,shown that people who
4p0_3mini_4.mp4,,eating if
4p1_3mini_15.mp4,,doing it
4p1_3mini_15.mp4,,looked at them
4p1_3mini_15.mp4,,see mommy floors today
4p1_3mini_15.mp4,,mopping
4p1_3mini_15.mp4,do a quick over our floors with them up,
4p1_3mini_15.mp4,adding a little bit of essential oil to the pad,
4p1_3mini_15.mp4,,makes it smell
1mini_22.mp4,,go ahead
1mini_22.mp4,,see the color
1mini_22.mp4,,come out the cheese
1mini_22.mp4,,see that the cheese
1mini_22.mp4,,make its appearance as it
4p1_3mini_2.mp4,,go through we
4p1_3mini_2.mp4,decorating or redecorating,
4p1_3mini_2.mp4,,end up on my channel
4p1_3mini_2.mp4,make sure that my space,
4p1_3mini_2.mp4,starting out in my kitchen,
4p1_3mini_2.mp4,filmed this,
4p1_3mini_2.mp4,,gotten out of school the day before
4p1_3mini_2.mp4,get on into it,
4p1_3mini_2.mp4,,do any kind of always
4p1_3mini_2.mp4,,go ahead
4p1_3mini_2.mp4,clear up the counters,
4p1_3mini_11.mp4,leave your couches,
4p1_3mini_11.mp4,works really really good,
4p1_3mini_11.mp4,,makes testing throughout the week a little bit easier
4p1_3mini_11.mp4,use this,
4p1_3mini_11.mp4,got this duster from grove collaborative as well,
4p1_3mini_11.mp4,pass into the washing machine,
4p1_3mini_11.mp4,do any time,
4p1_3mini_11.mp4,,get a lot of questions
4p1_3mini_11.mp4,ride us throughout the week,
4p1_3mini_11.mp4,looking like new then,
4p1_3mini_11.mp4,take the duster part off,
1mini_13.mp4,,seems like an eternity in the oven
1mini_13.mp4,,take it out
1mini_13.mp4,,dehydrated at that point which
1mini_13.mp4,,pull it right off the baking sheet
6p0_3mini_11.mp4,,get into better shape the apple oatmeal
6p0_3mini_11.mp4,,scratched my channel for more videos
6p0_3mini_11.mp4,,put all the recipes that
6p0_3mini_11.mp4,,lose weight
6p0_3mini_11.mp4,making those three breakfasts with me,
6p0_3mini_11.mp4,,make sure that like it
6p0_3mini_11.mp4,,see soon
6p0_3mini_11.mp4,,thank
6p0_3mini_11.mp4,put a link to that below this video,
6p0_3mini_11.mp4,,check them out if
6p0_3mini_11.mp4,,share it
6p0_3mini_11.mp4,,hope that
6p0_3mini_11.mp4,,watching this video really
6p0_3mini_11.mp4,showed today over on my blog,
5p1_3mini_7.mp4,,take about five minutes longer
5p1_3mini_7.mp4,,go to my pilates class dinner
5p1_3mini_7.mp4,use a premade,
5p1_3mini_7.mp4,,leave those in a little bit longer
5p1_3mini_7.mp4,cut them in half,
5p1_3mini_7.mp4,put on top of the salmon,
5p1_3mini_7.mp4,put my salmon on the tray spray both of those down with a little bit of olive oil,
5p1_3mini_7.mp4,make them,
5p1_3mini_7.mp4,,cook something it
5p1_3mini_7.mp4,,dedicated to my favorite meals
5p1_3mini_7.mp4,,reheat a meal that
5p1_3mini_7.mp4,,varies the most for me most
5p1_3mini_7.mp4,prepared,
4mini_4.mp4,,tested the products myself before
4mini_4.mp4,,providing them to guys
4mini_4.mp4,,gone through the entire packet of their original one it
4mini_4.mp4,,tried the malibu one
6p1_3mini_4.mp4,,rose water spray everybody literally
6p1_3mini_4.mp4,using a real techniques,
6p1_3mini_4.mp4,,brightening cream
6p1_3mini_4.mp4,,go in with my origins
6p1_3mini_4.mp4,,rose gold brushes from zoeva
6p1_3mini_4.mp4,,talks about
6p1_3mini_4.mp4,,do a really intense look for a video
6p1_3mini_4.mp4,trying it out then,
6p1_3mini_4.mp4,use this around my eye area,
6p1_3mini_4.mp4,move on to makeup my makeup routine,
4p0_3mini_11.mp4,,telling yourself
4p0_3mini_11.mp4,,cancel complex
4p0_3mini_11.mp4,,hating on yourself truly it
4p0_3mini_11.mp4,give your skin that healthy glowy look the next healthy morning habit idea,
4p0_3mini_11.mp4,getting ready in the morning instead of,
4p0_3mini_11.mp4,,believe that every person
4p0_3mini_11.mp4,,believe in ugly people
4p0_3mini_11.mp4,improve the condition of your skin,
4p0_3mini_11.mp4,looks different,
4p0_3mini_11.mp4,,accentuate your best features we
4p0_3mini_11.mp4,,try that
4p0_3mini_11.mp4,,tell yourself
4p0_3mini_11.mp4,,looked after to
4p0_3mini_11.mp4,getting ready in the morning,
7mini_10.mp4,,make colorful hearts all over this jar
7mini_10.mp4,use my jar,
7mini_10.mp4,,drink but this
7mini_10.mp4,use it for pencil holders on your desk as a vase for flowers whatever,
7mini_10.mp4,,done
1p0_3mini_8.mp4,garnish it,
1p0_3mini_8.mp4,take the rosemary out,
1p0_3mini_8.mp4,try it out,
1p0_3mini_8.mp4,,start your period
1p0_3mini_8.mp4,make your own bath salts with epsom salt,
1p0_3mini_8.mp4,take baths while they,
1p0_3mini_8.mp4,,getting ready
1p0_3mini_8.mp4,add the kale in there,
1p0_3mini_8.mp4,mix together for when,
1p0_3mini_8.mp4,,serve
1p0_3mini_8.mp4,put it in a bowl,
1p0_3mini_8.mp4,hope,
10p0_3mini_7.mp4,add in your fresh herbs,
10p0_3mini_7.mp4,makes it,
10p0_3mini_7.mp4,,use kale
10p0_3mini_7.mp4,go ahead toast your bread line it with the lettuce,
10p0_3mini_7.mp4,adding fresh herbs,
10p0_3mini_7.mp4,added all of the chickpeas to a bowl,
10p0_3mini_7.mp4,sip like recipes like this it really,
10p0_3mini_7.mp4,,going to
10p0_3mini_7.mp4,pack as much of this chickpea salad,
10p0_3mini_7.mp4,packed our very well,
10p0_3mini_7.mp4,,telling
10p0_3mini_7.mp4,mashed potatoes,
10p0_3mini_7.mp4,,see we
10p0_3mini_7.mp4,get it good kind of like tuna salad consistency,
1mini_17.mp4,,treat if they or
1mini_17.mp4,,used the potty
1mini_17.mp4,,divided them
1mini_17.mp4,,give them all to him at once
1p0_3mini_6.mp4,make a lentil kale soup,
1p0_3mini_6.mp4,reaching for products that,
1p0_3mini_6.mp4,,makes me
1p0_3mini_6.mp4,,veggie broth
1p0_3mini_6.mp4,make something hearty,
1p0_3mini_6.mp4,reduce redness or puffiness it,
1p0_3mini_6.mp4,,find that that
1p0_3mini_6.mp4,,going for
1p0_3mini_6.mp4,,add lots
1p0_3mini_6.mp4,reduce any redness or puffiness,
1p0_3mini_6.mp4,add some onions,
10p1_3mini_9.mp4,,look forward to
10p1_3mini_9.mp4,,hear your feedback
10p1_3mini_9.mp4,,add frozen banana or a scoop of peanut butter for an extra protein
10p1_3mini_9.mp4,,add enough nutrients to kind of fill up until your next meal if
10p1_3mini_9.mp4,,try any of these
10p1_3mini_9.mp4,,throw them in the fridge already in a takeaway container
10p1_3mini_9.mp4,,make them the night before
10p1_3mini_9.mp4,,running out the door sometimes
10p1_3mini_9.mp4,,found them helpful
10p1_3mini_9.mp4,seeing guys the next video,
10p1_3mini_9.mp4,,do if people
10p1_3mini_9.mp4,,hope
4mini_19.mp4,,get into bed
4mini_19.mp4,,snuggles free
4mini_19.mp4,,book the drink
4mini_19.mp4,,relax
4mini_19.mp4,,hope guys
4mini_19.mp4,,see next time
10p1_3mini_4.mp4,,has iron
10p1_3mini_4.mp4,,add them in for a little bit of sweetness
10p1_3mini_4.mp4,,chop these up
10p1_3mini_4.mp4,,get super high in protein
10p1_3mini_4.mp4,,watch it as much
10p1_3mini_4.mp4,,post on my blog very soon
10p1_3mini_4.mp4,,add your toppings to it that
10p1_3mini_4.mp4,,getting your lunch together
10p1_3mini_4.mp4,,takes a little bit longer
10p1_3mini_4.mp4,,makes them super delicious without
10p1_3mini_4.mp4,,buy those prepackaged oatmeal packages they normally
10p1_3mini_4.mp4,,adding too much sugar or here
10p1_3mini_4.mp4,,stir it here in there or
1p0_3mini_3.mp4,,take a supplement internally
1p0_3mini_3.mp4,,make a magnesium lotion bar which
1p0_3mini_3.mp4,,stick it in the refrigerator
1p0_3mini_3.mp4,,made several lotion bars on my channel before
1p0_3mini_3.mp4,,keep it at room temperature
1p0_3mini_3.mp4,put that into silicone molds,
1p0_3mini_3.mp4,,come by
1p0_3mini_3.mp4,,add essential oils once
1p0_3mini_3.mp4,,throbbing one thing that
1p0_3mini_3.mp4,,listed below
1p0_3mini_3.mp4,mixed together ingredients always,
1p0_3mini_3.mp4,,allow it
1p0_3mini_3.mp4,,talk to your doctor before
1p0_3mini_3.mp4,,cool down
4mini_10.mp4,,hope
4mini_10.mp4,,jinx myself
4mini_10.mp4,,shave my legs
4mini_10.mp4,,rinse my hair in the shower
5p1_3mini_8.mp4,,give this video a thumbs up
5p1_3mini_8.mp4,add some red wine vinegar,
5p1_3mini_8.mp4,,go in there to that
5p1_3mini_8.mp4,,found it interesting if
5p1_3mini_8.mp4,,check out some of my other videos
5p1_3mini_8.mp4,,done they
5p1_3mini_8.mp4,,topping
5p1_3mini_8.mp4,,watching this
5p1_3mini_8.mp4,,drink an herbal iced tea this one
5p1_3mini_8.mp4,,get these in a big bag from costco
5p1_3mini_8.mp4,,try them out if
5p1_3mini_8.mp4,,hope guys
5p1_3mini_8.mp4,chopped up almonds,
5p1_3mini_8.mp4,cut up some fresh parsley,
4p1_3mini_5.mp4,,smelled it
4p1_3mini_5.mp4,,used this in my last pudding video
4p1_3mini_5.mp4,make it smell nice,
4p1_3mini_5.mp4,,loving them
4p1_3mini_5.mp4,,using them about a week
4p1_3mini_5.mp4,using my favorite cleaner which,
4p1_3mini_5.mp4,,work really really well
4p1_3mini_5.mp4,wipe down my counters,
4p1_3mini_5.mp4,wiping down my barstools,
4p1_3mini_5.mp4,using the car shammies that,
4mini_18.mp4,,finish off by
4mini_18.mp4,,using some of their body oil which
4mini_18.mp4,,gon before
4mini_18.mp4,,use the moisturize my body
4mini_18.mp4,,get into bed
4mini_18.mp4,,chew out snowballs
6p1_3mini_2.mp4,show in this video in the description,
6p1_3mini_2.mp4,do either upper body weights or lower body weights,
6p1_3mini_2.mp4,making breakfast,
6p1_3mini_2.mp4,pack a little bag of stuff like a drink bottle,
6p1_3mini_2.mp4,give it a couple hours,
6p1_3mini_2.mp4,finish off with a little bit of luck cardio warm down,
6p1_3mini_2.mp4,start with some cardio,
6p1_3mini_2.mp4,see like maybe a fitness routine,
6p1_3mini_2.mp4,throw on my little nike runners,
6p1_3mini_2.mp4,seen this before,
6p1_3mini_2.mp4,go to my gym,
6p1_3mini_2.mp4,consists of one of my cotton on body sports bras a singlet,
6p1_3mini_2.mp4,jump straight into,
6p1_3mini_2.mp4,working on,
9p1_3mini_1.mp4,make your own,
9p1_3mini_1.mp4,using one from an aluminum foil roll,
9p1_3mini_1.mp4,adding our nails,
9p1_3mini_1.mp4,hammer it in then,
9p1_3mini_1.mp4,making beautiful things for my family on a budget all,
9p1_3mini_1.mp4,make your own rain stick with a few supplies probably already,
9p1_3mini_1.mp4,show another option later if only,
9p1_3mini_1.mp4,looked by him one online,
9p1_3mini_1.mp4,show how easy it,
9p1_3mini_1.mp4,start with our cardboard tube which,
9p1_3mini_1.mp4,sticks that lincoln absolutely,
9p1_3mini_1.mp4,stumbled across some tutorials on how,
9p1_3mini_1.mp4,place your first one near the end of the tube,
1mini_40.mp4,,making them at home
1mini_40.mp4,,controlling the ingredients that
1mini_40.mp4,,go in there
1mini_40.mp4,,starting again with a food processor
1mini_40.mp4,,frozen berries that
1mini_40.mp4,,sitting out for a little bit
10p0_3mini_4.mp4,did here this or,
10p0_3mini_4.mp4,hydrating your skin it,
10p0_3mini_4.mp4,chopped celery this,
10p0_3mini_4.mp4,make your own like we,
10p0_3mini_4.mp4,buy your favorite hummus from the store then,
10p0_3mini_4.mp4,used august containers which,
10p0_3mini_4.mp4,take advantage of them by,
10p0_3mini_4.mp4,collapse them after,
10p0_3mini_4.mp4,finish your lunch,
10p0_3mini_4.mp4,add some hummus which of course,
10p0_3mini_4.mp4,created these containers,
10p0_3mini_4.mp4,making a comeback they,
10p0_3mini_4.mp4,adding them into recipes like this one,
10p0_3mini_4.mp4,has tons of healthy minerals this,
9p0_3mini_3.mp4,pack your kid lunch,
9p0_3mini_3.mp4,put them in your kids lunches them,
9p0_3mini_3.mp4,dedicate to lunch fights it,
9p0_3mini_3.mp4,,get creative with ice
9p0_3mini_3.mp4,saves on dishes the other thing,
9p0_3mini_3.mp4,packs,
9p0_3mini_3.mp4,,sleeping it
9p0_3mini_3.mp4,pack the lunches,
9p0_3mini_3.mp4,store everything in a large plastic storage bin,
9p0_3mini_3.mp4,cutting boards,
9p0_3mini_3.mp4,freeze really well,
9p0_3mini_3.mp4,make ahead surprisingly peanut butter,
9p0_3mini_3.mp4,keep in your kitchen timing now the only time,
9p0_3mini_3.mp4,make your life a lot easier,
4mini_9.mp4,,couple my legs
4mini_9.mp4,,pick some
4mini_9.mp4,,chilled out music
4mini_9.mp4,,sit in the bath
4mini_9.mp4,,check social meter in the bath
4mini_9.mp4,,actually dropped my phone in the bath yet
9p0_3mini_3.mp4,making dinner for the kids as everybody dinner very good,
7p1_3mini_1.mp4,stick this right in my recipe binder,
7p1_3mini_1.mp4,find it handy,
7p1_3mini_1.mp4,do it on a dime with kathryn in today video,
7p1_3mini_1.mp4,linked down below for,
7p1_3mini_1.mp4,goes gaga for this,
7p1_3mini_1.mp4,share with my favorite freezer cooking recipes,
7p1_3mini_1.mp4,prepared meals for my family in two hours,
7p1_3mini_1.mp4,keep it all organized,
7p1_3mini_1.mp4,making beef barley soup an amazing chicken,
7p1_3mini_1.mp4,make these recipes in bulk,
4p0_3mini_15.mp4,,get me wrong
4p0_3mini_15.mp4,,doing that day
4p0_3mini_15.mp4,,starting my day off in everybody else laughs in business
4p0_3mini_15.mp4,,create my own morning before
4p0_3mini_15.mp4,,live my own life for a little bit in the morning
4p0_3mini_15.mp4,,join what everybody else
4p0_3mini_15.mp4,,mean at your life
4mini_15.mp4,,make my hair amazing
4mini_15.mp4,,using it for about a month or
4mini_15.mp4,,putting on a bit of oprah or wonder
4mini_15.mp4,,lash to my neck
4p0_3mini_15.mp4,,get what
4p0_3mini_15.mp4,scrolling through the many social media platforms first thing in the morning,
4p0_3mini_15.mp4,,filled with what everybody else
4p0_3mini_15.mp4,scrolling through social media first thing in the morning it kind of,
4p0_3mini_15.mp4,,mean
4p0_3mini_15.mp4,,living my life when
4p0_3mini_15.mp4,,hope
4p0_3mini_6.mp4,doing my hair,
4p0_3mini_6.mp4,,improve my mindset
4p0_3mini_6.mp4,take any extra time out of your morning,
4p0_3mini_6.mp4,,ask myself these three questions while while
4p0_3mini_6.mp4,,put me in a positive mindset for the day ahead the first question if
4p0_3mini_6.mp4,,doing my makeup
4p0_3mini_6.mp4,list a whole lot of things,
4p0_3mini_6.mp4,,find that
4p0_3mini_6.mp4,,asking myself these three questions
4p0_3mini_6.mp4,,faced with hard situations sometimes
4p0_3mini_6.mp4,,goes through good
4p0_3mini_6.mp4,,sit down for a minute or two
4p0_3mini_6.mp4,,start with
8p1_3mini_6.mp4,,treat yourself highly
8p1_3mini_6.mp4,,put a mandarin orange
8p1_3mini_6.mp4,sliced green pepper,
8p1_3mini_6.mp4,,melt the brie on top
8p1_3mini_6.mp4,,get to a microwave or an oven
8p1_3mini_6.mp4,,recommend
8p1_3mini_6.mp4,,find this near the jams
8p1_3mini_6.mp4,,add some sliced turkey
8p1_3mini_6.mp4,making this sandwich,
8p1_3mini_6.mp4,,help out my channel
8p1_3mini_6.mp4,,share the video to more people
8p1_3mini_6.mp4,add some cranberry chutney,
8p1_3mini_6.mp4,,give this video a thumbs up it
8p1_3mini_6.mp4,use some edamame hummus,
9p0_3mini_6.mp4,,see guys next time bye guys first day of kindergarten oh blue shoe oh ricky
9p0_3mini_6.mp4,,miss her
9p0_3mini_6.mp4,,got fun no huh yeah
9p0_3mini_6.mp4,,miss her
9p0_3mini_6.mp4,,excited yes
4p1_3mini_21.mp4,,turned out now
4p1_3mini_21.mp4,,made for me by my sweet friend lin who
4p1_3mini_21.mp4,put on the left side,
4p1_3mini_21.mp4,,got that picture from burlington
4p1_3mini_21.mp4,,got this
4p1_3mini_21.mp4,,made this
4p1_3mini_21.mp4,,doing the collab with
4p1_3mini_21.mp4,,moving back into the living room this sign
4p1_3mini_21.mp4,,link her etsy shop below
4p1_3mini_21.mp4,,check her etsy shop out as well
4p1_3mini_21.mp4,,added a picture frame of our boys
4p1_3mini_21.mp4,,made from emily from mama from scratch
4p1_3mini_21.mp4,,do all my youtube working
4p1_3mini_21.mp4,,does amazing work
7mini_29.mp4,topping mine with some cream cheese and sliced avocado,
7mini_29.mp4,,making myself a berry and granola yogurt
7mini_29.mp4,add some delicious blueberries,
7mini_29.mp4,pour in my favorite granola,
7mini_29.mp4,add another layer of yogurt and top the healthy mix with yummy strawberries,
4p0_3mini_9.mp4,doing some body brushing for five minutes,
6p0_3mini_5.mp4,adding one banana to my blender,
6p0_3mini_5.mp4,call my classic strawberry,
6p0_3mini_5.mp4,,make a delicious banana or strawberries or blueberries
6p0_3mini_5.mp4,,make this recipe without apple or at the apple on top instead
6p0_3mini_5.mp4,,start by
6p0_3mini_5.mp4,,use another fruits like
6p0_3mini_5.mp4,,nourishing apple oatmeal breakfast it
6p0_3mini_5.mp4,,giving some ideas next we
6p0_3mini_5.mp4,use fresh or frozen banana,
6p0_3mini_5.mp4,,make a sweet
6p0_3mini_5.mp4,,adds good cost
6p0_3mini_5.mp4,,make what
6p0_3mini_3.mp4,,use the trick
6p0_3mini_3.mp4,,makes it really creamy
6p0_3mini_3.mp4,,peel the apple if
6p0_3mini_3.mp4,add some natural sweetener if,
6p0_3mini_3.mp4,chopped up pink lady apples,
6p0_3mini_3.mp4,,help for flavor
6p0_3mini_3.mp4,add a little bit of cinnamon,
4p0_3mini_1.mp4,wake up,
4p0_3mini_1.mp4,,sharing ten healthy morning routine habit ideas with
4p0_3mini_1.mp4,,incorporate these into your morning when
4p0_3mini_3.mp4,breathe in fresh air,
4p0_3mini_3.mp4,,get more oxygen in your lungs
4p0_3mini_3.mp4,,winning at laughs
4p0_3mini_3.mp4,,refreshed it definitely
4p0_3mini_3.mp4,open a window,
4p0_3mini_3.mp4,,do anything
4p0_3mini_3.mp4,,makes me
4p0_3mini_3.mp4,,taking a minute
4p0_3mini_3.mp4,make my bed in the morning,
4p0_3mini_3.mp4,,made my bed
4p0_3mini_3.mp4,make your bed in the morning,
4p0_3mini_3.mp4,,make
4p0_3mini_3.mp4,get a little bit of freshener in the morning or,
4p0_3mini_3.mp4,,improve your mood the third morning habit it it
4p1_3mini_13.mp4,,do in here
4p1_3mini_13.mp4,pick up the books,
4p1_3mini_13.mp4,,taken out in here
1mini_15.mp4,,strain the seeds
1mini_15.mp4,,looking back that
1mini_15.mp4,,do if ever
1mini_15.mp4,,make this again in the future which
5p1_3mini_5.mp4,,keeps the unused portion fresh
5p1_3mini_5.mp4,,noticed a big difference in my skin ever since
5p1_3mini_5.mp4,cook it as a huge difference in the flavor versus canned beans for the rice if,
5p1_3mini_5.mp4,adding in,
5p1_3mini_5.mp4,,make this quick frozen rice
5p1_3mini_5.mp4,,prevent a crash in the afternoon which
5p1_3mini_5.mp4,sprinkle of cheese on there,
5p1_3mini_5.mp4,helps with my digestion,
5p1_3mini_5.mp4,,keep my skin clear
5p1_3mini_5.mp4,start by,
5p1_3mini_5.mp4,use dried beans,
5p1_3mini_5.mp4,add half an avocado for some good healthy fat,
5p1_3mini_5.mp4,soak overnight,
5p1_3mini_5.mp4,store my avocado that,
9p1_3mini_3.mp4,customize these with,
9p1_3mini_3.mp4,made long ones with,
9p1_3mini_3.mp4,sounds like a real rain stick,
9p1_3mini_3.mp4,scrunch up some tinfoil it,
