HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url1,Input.actions1,Input.video_url2,Input.actions2,Input.video_url3,Input.actions3,Input.video_url4,Input.actions4,Input.video_url5,Input.actions5,Answer.WritingTexts,Answer.name_0_0,Answer.name_0_1,Answer.name_0_2,Answer.name_0_3,Answer.name_0_4,Answer.name_0_5,Answer.name_0_6,Answer.name_1_0,Answer.name_1_1,Answer.name_1_2,Answer.name_1_3,Answer.name_1_4,Answer.name_1_5,Answer.name_1_6,Answer.name_2_0,Answer.name_2_1,Answer.name_2_2,Answer.name_2_3,Answer.name_2_4,Answer.name_2_5,Answer.name_2_6,Answer.name_3_0,Answer.name_3_1,Answer.name_3_2,Answer.name_3_3,Answer.name_3_4,Answer.name_3_5,Answer.name_3_6,Answer.name_4_0,Answer.name_4_1,Answer.name_4_2,Answer.name_4_3,Answer.name_4_4,Answer.name_4_5,Answer.name_4_6,Approve,Reject
3K2CEDRACA0A95UC9H63VCM2JE6TM7,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:54 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:54 PDT 2018,,,3WMOAN2SRBWXRZHUGFQKYTV8ZVAVN4,A2BNOHYK3LD6TG,Submitted,Thu Sep 20 21:22:40 PDT 2018,Thu Sep 20 21:24:29 PDT 2018,Sat Oct 20 21:24:29 PDT 2018,,,,109,0% (0/0),0% (0/0),0% (0/0),5p1_8mini_2.mp4,look forward to it all week I;get most of my fruit for the week;get some fresh flowers;sit there;got chili lime flavor sometimes;ask me;takes me quite a long time,10p1_4mini_7.mp4,using this new protein powder I;grind me up;take some of these on Bob 's Red Mill;put about a tablespoon or;absorb the omega-3s when they;harmonized vegan protein I;try it,10p1_4mini_7.mp4,pop them right into my mason jar;sprinkle that over top of your frozen fruit;trying it;pop that right into our little mason jar here;take one full scoop here,1p0_1mini_1.mp4,clean up after dinner;go to bed;goes down before we all;share with you guys what my typical routine looks like every day;clean up right after just;making dinner at around five o'clock;get that all,3mini_5.mp4,take him on a walk you just;smile when you;look at him;getting outside for the first time;get in the car;head to our favorite place,{},val_0_0_2,val_0_1_2,val_0_2_0,val_0_3_2,val_0_4_1,val_0_5_2,val_0_6_2,val_1_0_0,val_1_1_0,val_1_2_0,val_1_3_0,val_1_4_0,val_1_5_0,val_1_6_2,val_2_0_0,val_2_1_0,val_2_2_2,val_2_3_0,val_2_4_0,,,val_3_0_0,val_3_1_0,val_3_2_2,val_3_3_0,val_3_4_0,val_3_5_1,val_3_6_2,val_4_0_0,val_4_1_0,val_4_2_0,val_4_3_0,val_4_4_0,val_4_5_0,,x,
3K2CEDRACA0A95UC9H63VCM2JE6TM7,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:54 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:54 PDT 2018,,,3X31TUMD7XLRHNYBXOQGEDK35WVL1V,A311GYY1EASHUG,Submitted,Thu Sep 20 16:24:27 PDT 2018,Thu Sep 20 16:27:17 PDT 2018,Sat Oct 20 16:27:17 PDT 2018,,,,170,0% (0/0),0% (0/0),0% (0/0),5p1_8mini_2.mp4,look forward to it all week I;get most of my fruit for the week;get some fresh flowers;sit there;got chili lime flavor sometimes;ask me;takes me quite a long time,10p1_4mini_7.mp4,using this new protein powder I;grind me up;take some of these on Bob 's Red Mill;put about a tablespoon or;absorb the omega-3s when they;harmonized vegan protein I;try it,10p1_4mini_7.mp4,pop them right into my mason jar;sprinkle that over top of your frozen fruit;trying it;pop that right into our little mason jar here;take one full scoop here,1p0_1mini_1.mp4,clean up after dinner;go to bed;goes down before we all;share with you guys what my typical routine looks like every day;clean up right after just;making dinner at around five o'clock;get that all,3mini_5.mp4,take him on a walk you just;smile when you;look at him;getting outside for the first time;get in the car;head to our favorite place,{},val_0_0_0,val_0_1_0,val_0_2_0,val_0_3_1,val_0_4_1,val_0_5_0,val_0_6_0,val_1_0_0,val_1_1_0,val_1_2_0,val_1_3_0,val_1_4_0,val_1_5_1,val_1_6_0,val_2_0_0,val_2_1_0,val_2_2_0,val_2_3_0,val_2_4_0,,,val_3_0_0,val_3_1_1,val_3_2_0,val_3_3_0,val_3_4_0,val_3_5_1,val_3_6_0,val_4_0_0,val_4_1_0,val_4_2_2,val_4_3_0,val_4_4_1,val_4_5_0,,x,
3H5TOKO3D8IO3HUU70YEY8DODFB46D,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:00 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:00 PDT 2018,,,30IQTZXKAK5MASUIFOP4B2WG7D20XW,A1R83U4HBCJQ4F,Submitted,Thu Sep 20 17:50:27 PDT 2018,Thu Sep 20 17:53:46 PDT 2018,Sat Oct 20 17:53:46 PDT 2018,,,,199,0% (0/0),0% (0/0),0% (0/0),8p0_9mini_3.mp4,get pretty quiet which you;finish the rest of the morning routine then it;put together when I;get my makeup;take this time;work on laundry wherever we;get stuff,8p0_9mini_3.mp4,give you thirty back I;take five minutes;play with the boys;do this most days;invest ten minutes,4p1_2mini_2.mp4,see down on the floor it;make my son 's birthday cake;start out in the dining room for once;get those few items;go ahead;put away;taken care of,4p1_2mini_2.mp4,covered it;get all of that;put away the sink;do a good vacuuming;mopping throughout the entire main living area yourself when we;went to bed;throw pillows,7mini_10.mp4,"make colorful hearts all over this jar;use my jar;drink but this;Use it for pencil holders on your desk , as a vase for flowers , whatever you;done just",{},val_0_0_2,val_0_1_2,val_0_2_2,val_0_3_0,val_0_4_2,val_0_5_2,val_0_6_0,val_1_0_2,val_1_1_2,val_1_2_0,val_1_3_2,val_1_4_2,,,val_2_0_2,val_2_1_0,val_2_2_2,val_2_3_2,val_2_4_2,val_2_5_1,val_2_6_2,val_3_0_1,val_3_1_2,val_3_2_2,val_3_3_2,val_3_4_2,val_3_5_1,val_3_6_1,val_4_0_0,val_4_1_0,val_4_2_2,val_4_3_2,val_4_4_2,,,x,
3H5TOKO3D8IO3HUU70YEY8DODFB46D,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:00 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:00 PDT 2018,,,3U5JL4WY5K839GCJYPC6N5MTOPLX4C,A131BE53M6ZRSM,Submitted,Thu Sep 20 19:52:48 PDT 2018,Thu Sep 20 20:02:36 PDT 2018,Sat Oct 20 20:02:36 PDT 2018,,,,588,0% (0/0),0% (0/0),0% (0/0),8p0_9mini_3.mp4,get pretty quiet which you;finish the rest of the morning routine then it;put together when I;get my makeup;take this time;work on laundry wherever we;get stuff,8p0_9mini_3.mp4,give you thirty back I;take five minutes;play with the boys;do this most days;invest ten minutes,4p1_2mini_2.mp4,see down on the floor it;make my son 's birthday cake;start out in the dining room for once;get those few items;go ahead;put away;taken care of,4p1_2mini_2.mp4,covered it;get all of that;put away the sink;do a good vacuuming;mopping throughout the entire main living area yourself when we;went to bed;throw pillows,7mini_10.mp4,"make colorful hearts all over this jar;use my jar;drink but this;Use it for pencil holders on your desk , as a vase for flowers , whatever you;done just",{},val_0_0_1,val_0_1_1,val_0_2_1,val_0_3_0,val_0_4_1,val_0_5_0,val_0_6_1,val_1_0_1,val_1_1_1,val_1_2_0,val_1_3_1,val_1_4_1,,,val_2_0_1,val_2_1_1,val_2_2_1,val_2_3_1,val_2_4_2,val_2_5_2,val_2_6_1,val_3_0_1,val_3_1_1,val_3_2_1,val_3_3_1,val_3_4_1,val_3_5_1,val_3_6_1,val_4_0_0,val_4_1_1,val_4_2_1,val_4_3_1,val_4_4_1,,,x,
3H5TOKO3D8IO3HUU70YEY8DODFB46D,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:00 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:00 PDT 2018,,,3WYGZ5XF3WEGR1FNP7TZVEUX6W3SKJ,A37CO0N1KC1CDW,Submitted,Thu Sep 20 16:45:13 PDT 2018,Thu Sep 20 16:57:31 PDT 2018,Sat Oct 20 16:57:31 PDT 2018,,,,738,60% (9/15),0% (0/0),0% (0/0),8p0_9mini_3.mp4,get pretty quiet which you;finish the rest of the morning routine then it;put together when I;get my makeup;take this time;work on laundry wherever we;get stuff,8p0_9mini_3.mp4,give you thirty back I;take five minutes;play with the boys;do this most days;invest ten minutes,4p1_2mini_2.mp4,see down on the floor it;make my son 's birthday cake;start out in the dining room for once;get those few items;go ahead;put away;taken care of,4p1_2mini_2.mp4,covered it;get all of that;put away the sink;do a good vacuuming;mopping throughout the entire main living area yourself when we;went to bed;throw pillows,7mini_10.mp4,"make colorful hearts all over this jar;use my jar;drink but this;Use it for pencil holders on your desk , as a vase for flowers , whatever you;done just",{},val_0_0_2,val_0_1_0,val_0_2_0,val_0_3_0,val_0_4_1,val_0_5_0,val_0_6_2,val_1_0_1,val_1_1_1,val_1_2_0,val_1_3_2,val_1_4_2,,,val_2_0_1,val_2_1_1,val_2_2_0,val_2_3_1,val_2_4_2,val_2_5_0,val_2_6_2,val_3_0_2,val_3_1_2,val_3_2_0,val_3_3_0,val_3_4_0,val_3_5_1,val_3_6_2,val_4_0_0,val_4_1_0,val_4_2_1,val_4_3_0,val_4_4_2,,,x,
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:08 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:08 PDT 2018,,,32Z9ZLUT1LJARJMMC59TYH44HQ3OHL,A3M706WDRF9W4E,Submitted,Thu Sep 20 20:53:13 PDT 2018,Thu Sep 20 20:57:09 PDT 2018,Sat Oct 20 20:57:09 PDT 2018,,,,236,100% (1/1),0% (0/0),0% (0/0),6p0_7mini_5.mp4,use smooth or crunchy I;make it just a little bit sweeter this;stabilize blood sugar levels which;give it another quick;adds healthy protein;sweeten the oats naturally;adding 1 teaspoon of 100 % pure maple syrup,7p0_1mini_6.mp4,got a big pile of mess right here it;do with just you;starting to overflow;putting it that away I also coffee thing;getting my coffee thing;empty out the bins that;clean off the table,7p0_1mini_6.mp4,make everything look nice;unpack the dishwasher;putting it that away I;wipe down my kitchen benches;put away;makes the kitchen;get rid of all the dirt,7p0_1mini_6.mp4,find that just I;doing a quick clean over;see I;clean with on the glass;giving the kitchen a little bit of a clean over,1mini_8.mp4,make these;offer it to him if he;asks me for a snack if he;finish it all I;put it back in the refrigerator;go on hand,{},val_0_0_1,val_0_1_1,val_0_2_1,val_0_3_1,val_0_4_1,val_0_5_1,val_0_6_1,val_1_0_1,val_1_1_1,val_1_2_1,val_1_3_1,val_1_4_1,val_1_5_0,val_1_6_0,val_2_0_0,val_2_1_1,val_2_2_0,val_2_3_0,val_2_4_0,val_2_5_1,val_2_6_0,val_3_0_1,val_3_1_0,val_3_2_2,val_3_3_0,val_3_4_0,,,val_4_0_0,val_4_1_1,val_4_2_1,val_4_3_1,val_4_4_1,val_4_5_1,,x,
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:08 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:08 PDT 2018,,,35DR22AR5DJIRKTFYB7ND0UNAPNX3P,A37CO0N1KC1CDW,Submitted,Thu Sep 20 18:36:16 PDT 2018,Thu Sep 20 18:42:26 PDT 2018,Sat Oct 20 18:42:26 PDT 2018,,,,370,60% (9/15),0% (0/0),0% (0/0),6p0_7mini_5.mp4,use smooth or crunchy I;make it just a little bit sweeter this;stabilize blood sugar levels which;give it another quick;adds healthy protein;sweeten the oats naturally;adding 1 teaspoon of 100 % pure maple syrup,7p0_1mini_6.mp4,got a big pile of mess right here it;do with just you;starting to overflow;putting it that away I also coffee thing;getting my coffee thing;empty out the bins that;clean off the table,7p0_1mini_6.mp4,make everything look nice;unpack the dishwasher;putting it that away I;wipe down my kitchen benches;put away;makes the kitchen;get rid of all the dirt,7p0_1mini_6.mp4,find that just I;doing a quick clean over;see I;clean with on the glass;giving the kitchen a little bit of a clean over,1mini_8.mp4,make these;offer it to him if he;asks me for a snack if he;finish it all I;put it back in the refrigerator;go on hand,{},val_0_0_2,val_0_1_2,val_0_2_2,val_0_3_0,val_0_4_1,val_0_5_2,val_0_6_0,val_1_0_2,val_1_1_2,val_1_2_2,val_1_3_0,val_1_4_1,val_1_5_0,val_1_6_0,val_2_0_2,val_2_1_0,val_2_2_0,val_2_3_0,val_2_4_0,val_2_5_2,val_2_6_0,val_3_0_2,val_3_1_0,val_3_2_2,val_3_3_0,val_3_4_0,,,val_4_0_2,val_4_1_2,val_4_2_2,val_4_3_2,val_4_4_0,val_4_5_1,,x,
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:08 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:08 PDT 2018,,,3F6KKYWMNB0BXIH8PUQQS7P1ZO3DNK,A1QEQOI98976S0,Submitted,Thu Sep 20 18:44:51 PDT 2018,Thu Sep 20 18:47:05 PDT 2018,Sat Oct 20 18:47:05 PDT 2018,,,,134,100% (4/4),0% (0/0),0% (0/0),6p0_7mini_5.mp4,use smooth or crunchy I;make it just a little bit sweeter this;stabilize blood sugar levels which;give it another quick;adds healthy protein;sweeten the oats naturally;adding 1 teaspoon of 100 % pure maple syrup,7p0_1mini_6.mp4,got a big pile of mess right here it;do with just you;starting to overflow;putting it that away I also coffee thing;getting my coffee thing;empty out the bins that;clean off the table,7p0_1mini_6.mp4,make everything look nice;unpack the dishwasher;putting it that away I;wipe down my kitchen benches;put away;makes the kitchen;get rid of all the dirt,7p0_1mini_6.mp4,find that just I;doing a quick clean over;see I;clean with on the glass;giving the kitchen a little bit of a clean over,1mini_8.mp4,make these;offer it to him if he;asks me for a snack if he;finish it all I;put it back in the refrigerator;go on hand,{},val_0_0_0,val_0_1_2,val_0_2_2,val_0_3_0,val_0_4_1,val_0_5_0,val_0_6_0,val_1_0_1,val_1_1_1,val_1_2_1,val_1_3_1,val_1_4_1,val_1_5_1,val_1_6_0,val_2_0_0,val_2_1_1,val_2_2_0,val_2_3_1,val_2_4_0,val_2_5_1,val_2_6_0,val_3_0_2,val_3_1_0,val_3_2_2,val_3_3_0,val_3_4_0,,,val_4_0_1,val_4_1_1,val_4_2_1,val_4_3_1,val_4_4_1,val_4_5_1,,x,
3W5PY7V3UO6GPJNLGQGAN1M0UMUJYJ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:08 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:08 PDT 2018,,,3E7TUJ2EGCLQ8GDEOK7LA6UHUZP9DK,A1P7H15SC0HA1L,Submitted,Thu Sep 20 21:04:23 PDT 2018,Thu Sep 20 21:04:56 PDT 2018,Sat Oct 20 21:04:56 PDT 2018,,,,33,0% (0/0),0% (0/0),0% (0/0),3p0_2mini_1.mp4,use this Sonia Kashuk I;start off by priming my eyelids with the painterly Pro Longwear paint;do one eye on camera;prop paint well the painterly Pro Longwear paint pot by Mac I;use the pure in nada natural cosmetics eyeshadow palette which;redo the second eye;starting off with eyeshadow I,3p0_2mini_1.mp4,use this;pronounce that brush;put this all over my eyelids;match when you;use this like pinkish color;find your okay;put that all over my eyelid oh also I,8p1_6mini_5.mp4,take a bunch of lemons;deal with fresh lemons;did rosemary;add other flavorings to it like;put them in an ice cube tray;detoxifying boosts your metabolism sometimes;pop these into the freezer,8p1_6mini_5.mp4,freeze that my even sometimes;packs they;use these cold brew tropical fruit herbal tea;use one or two of these cubes;go wrong with garlic in my book,1mini_15.mp4,strain the seeds;looking back that;do if I ever;make this again in the future which I,{},val_0_0_0,val_0_1_0,val_0_2_1,val_0_3_0,val_0_4_0,val_0_5_0,val_0_6_1,val_1_0_0,val_1_1_0,val_1_2_0,val_1_3_1,val_1_4_1,val_1_5_0,val_1_6_0,val_2_0_0,val_2_1_0,val_2_2_0,val_2_3_1,val_2_4_0,val_2_5_0,val_2_6_0,val_3_0_0,val_3_1_0,val_3_2_0,val_3_3_0,val_3_4_0,,,val_4_0_0,val_4_1_0,val_4_2_0,val_4_3_0,,,,,spammer
3W5PY7V3UO6GPJNLGQGAN1M0UMUJYJ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:08 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:08 PDT 2018,,,3KRVW3HTZNKBHPFQAJ6FARM1V10SMQ,A2XH7ZKO6GLD7Z,Submitted,Thu Sep 20 17:47:34 PDT 2018,Thu Sep 20 18:00:48 PDT 2018,Sat Oct 20 18:00:48 PDT 2018,,,,794,100% (1/1),0% (0/0),0% (0/0),3p0_2mini_1.mp4,use this Sonia Kashuk I;start off by priming my eyelids with the painterly Pro Longwear paint;do one eye on camera;prop paint well the painterly Pro Longwear paint pot by Mac I;use the pure in nada natural cosmetics eyeshadow palette which;redo the second eye;starting off with eyeshadow I,3p0_2mini_1.mp4,use this;pronounce that brush;put this all over my eyelids;match when you;use this like pinkish color;find your okay;put that all over my eyelid oh also I,8p1_6mini_5.mp4,take a bunch of lemons;deal with fresh lemons;did rosemary;add other flavorings to it like;put them in an ice cube tray;detoxifying boosts your metabolism sometimes;pop these into the freezer,8p1_6mini_5.mp4,freeze that my even sometimes;packs they;use these cold brew tropical fruit herbal tea;use one or two of these cubes;go wrong with garlic in my book,1mini_15.mp4,strain the seeds;looking back that;do if I ever;make this again in the future which I,{},val_0_0_2,val_0_1_0,val_0_2_0,val_0_3_0,val_0_4_0,val_0_5_0,val_0_6_1,val_1_0_2,val_1_1_2,val_1_2_0,val_1_3_2,val_1_4_2,val_1_5_2,val_1_6_0,val_2_0_0,val_2_1_0,val_2_2_2,val_2_3_0,val_2_4_0,val_2_5_1,val_2_6_0,val_3_0_2,val_3_1_2,val_3_2_1,val_3_3_0,val_3_4_2,,,val_4_0_1,val_4_1_2,val_4_2_2,val_4_3_2,,,,x,
3W5PY7V3UO6GPJNLGQGAN1M0UMUJYJ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:08 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:08 PDT 2018,,,3PH3VY7DJLW4NDVI9D6AFILVGIHWZT,A2KKBVJPSOVKVJ,Submitted,Thu Sep 20 19:04:30 PDT 2018,Thu Sep 20 19:08:36 PDT 2018,Sat Oct 20 19:08:36 PDT 2018,,,,246,0% (0/0),0% (0/0),0% (0/0),3p0_2mini_1.mp4,use this Sonia Kashuk I;start off by priming my eyelids with the painterly Pro Longwear paint;do one eye on camera;prop paint well the painterly Pro Longwear paint pot by Mac I;use the pure in nada natural cosmetics eyeshadow palette which;redo the second eye;starting off with eyeshadow I,3p0_2mini_1.mp4,use this;pronounce that brush;put this all over my eyelids;match when you;use this like pinkish color;find your okay;put that all over my eyelid oh also I,8p1_6mini_5.mp4,take a bunch of lemons;deal with fresh lemons;did rosemary;add other flavorings to it like;put them in an ice cube tray;detoxifying boosts your metabolism sometimes;pop these into the freezer,8p1_6mini_5.mp4,freeze that my even sometimes;packs they;use these cold brew tropical fruit herbal tea;use one or two of these cubes;go wrong with garlic in my book,1mini_15.mp4,strain the seeds;looking back that;do if I ever;make this again in the future which I,{},val_0_0_0,val_0_1_0,val_0_2_0,val_0_3_2,val_0_4_0,val_0_5_1,val_0_6_1,val_1_0_2,val_1_1_2,val_1_2_0,val_1_3_2,val_1_4_0,val_1_5_2,val_1_6_0,val_2_0_0,val_2_1_0,val_2_2_2,val_2_3_0,val_2_4_0,val_2_5_2,val_2_6_1,val_3_0_2,val_3_1_2,val_3_2_0,val_3_3_0,val_3_4_2,,,val_4_0_1,val_4_1_2,val_4_2_2,val_4_3_2,,,,x,
3P7RGTLO6DCA4LV0I526LU466KRAKZ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:54 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:54 PDT 2018,,,36ZN444YTRXANEX6INREYT5JH3COI8,A3CA7SCTM4H9IO,Submitted,Thu Sep 20 17:06:22 PDT 2018,Thu Sep 20 17:08:12 PDT 2018,Sat Oct 20 17:08:12 PDT 2018,,,,110,25% (2/8),0% (0/0),0% (0/0),1p0_1mini_1.mp4,leaving a big mess for the next morning;share my night with you we;jump right in;ends up,2p1_1mini_4.mp4,put on my contacts then I;pick up my outfit the night before school;use a mint AOS this;use this face;wash my face with it then I;take off my glasses;gave in my face,2p1_1mini_4.mp4,take my Neutrogena Naturals fresh facial cleanser;got from Pei;use this mundu toner that I;explain that;take me a million years,6p1_9mini_3.mp4,put your cups in your plates;put on my plate;makes life;unpack it;keeps everything clean;makes sense um;take a couple of seconds to you,7mini_29.mp4,"topping mine with some cream cheese and sliced avocado;making myself a berry and granola yogurt;add some delicious blueberries;pour in my favorite granola;Add another layer of yogurt , and top the healthy mix with yummy strawberries",{},val_0_0_1,val_0_1_0,val_0_2_0,val_0_3_0,,,,val_1_0_0,val_1_1_0,val_1_2_0,val_1_3_0,val_1_4_0,val_1_5_0,val_1_6_0,val_2_0_1,val_2_1_0,val_2_2_0,val_2_3_0,val_2_4_0,,,val_3_0_1,val_3_1_1,val_3_2_0,val_3_3_0,val_3_4_0,val_3_5_0,val_3_6_0,val_4_0_0,val_4_1_0,val_4_2_0,val_4_3_0,val_4_4_0,,,x,
3P7RGTLO6DCA4LV0I526LU466KRAKZ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:54 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:54 PDT 2018,,,3A0EX8ZRN8NCUKN2I08VEXZ80NRYBK,AE3FGKVIXFUEO,Submitted,Thu Sep 20 17:21:07 PDT 2018,Thu Sep 20 17:28:40 PDT 2018,Sat Oct 20 17:28:40 PDT 2018,,,,453,0% (0/0),0% (0/0),0% (0/0),1p0_1mini_1.mp4,leaving a big mess for the next morning;share my night with you we;jump right in;ends up,2p1_1mini_4.mp4,put on my contacts then I;pick up my outfit the night before school;use a mint AOS this;use this face;wash my face with it then I;take off my glasses;gave in my face,2p1_1mini_4.mp4,take my Neutrogena Naturals fresh facial cleanser;got from Pei;use this mundu toner that I;explain that;take me a million years,6p1_9mini_3.mp4,put your cups in your plates;put on my plate;makes life;unpack it;keeps everything clean;makes sense um;take a couple of seconds to you,7mini_29.mp4,"topping mine with some cream cheese and sliced avocado;making myself a berry and granola yogurt;add some delicious blueberries;pour in my favorite granola;Add another layer of yogurt , and top the healthy mix with yummy strawberries",{},val_0_0_2,val_0_1_0,val_0_2_0,val_0_3_0,,,,val_1_0_0,val_1_1_2,val_1_2_0,val_1_3_0,val_1_4_0,val_1_5_2,val_1_6_0,val_2_0_0,val_2_1_1,val_2_2_0,val_2_3_1,val_2_4_2,,,val_3_0_0,val_3_1_2,val_3_2_2,val_3_3_2,val_3_4_2,val_3_5_2,val_3_6_2,val_4_0_0,val_4_1_0,val_4_2_0,val_4_3_0,val_4_4_0,,,x,
3P7RGTLO6DCA4LV0I526LU466KRAKZ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:54 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:54 PDT 2018,,,3U5NZHP4LR1SCJYNR5M8NH9URVTHPP,A3KO9BJ72KJNRN,Submitted,Thu Sep 20 17:16:05 PDT 2018,Thu Sep 20 17:18:16 PDT 2018,Sat Oct 20 17:18:16 PDT 2018,,,,131,0% (0/0),0% (0/0),0% (0/0),1p0_1mini_1.mp4,leaving a big mess for the next morning;share my night with you we;jump right in;ends up,2p1_1mini_4.mp4,put on my contacts then I;pick up my outfit the night before school;use a mint AOS this;use this face;wash my face with it then I;take off my glasses;gave in my face,2p1_1mini_4.mp4,take my Neutrogena Naturals fresh facial cleanser;got from Pei;use this mundu toner that I;explain that;take me a million years,6p1_9mini_3.mp4,put your cups in your plates;put on my plate;makes life;unpack it;keeps everything clean;makes sense um;take a couple of seconds to you,7mini_29.mp4,"topping mine with some cream cheese and sliced avocado;making myself a berry and granola yogurt;add some delicious blueberries;pour in my favorite granola;Add another layer of yogurt , and top the healthy mix with yummy strawberries",{},val_0_0_1,val_0_1_2,val_0_2_1,val_0_3_1,,,,val_1_0_2,val_1_1_1,val_1_2_2,val_1_3_1,val_1_4_2,val_1_5_1,val_1_6_2,val_2_0_0,val_2_1_1,val_2_2_2,val_2_3_0,val_2_4_1,,,val_3_0_1,val_3_1_0,val_3_2_1,val_3_3_1,val_3_4_0,val_3_5_2,val_3_6_2,val_4_0_0,val_4_1_0,val_4_2_0,val_4_3_0,val_4_4_0,,,x,
